Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
Robert Ludlum's The Bourne Conspiracy,X360,2011,Action,Vivendi Games,260000,130000,0,90,0,27,492,6093
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,140000,50000,220000,82,7,6,82,4372
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,500000,1500000,50000,41,6,17,131,5112
Remember Me,PC,2013,Action,Capcom,0,50000,0,76,0,13,82,5987
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,60000,71,2,18,190,2934
Pacific Liberator,Wii,2009,Action,Zoo Games,30000,0,0,91,0,25,510,5395
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,290000,0,0,63,10,16,414,4080
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,120000,30000,0,100,0,4,442,2425
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,180000,50000,0,75,0,7,474,7878
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,290000,83,7,15,422,2409
Worldwide Soccer,SAT,1994,Sports,Sega,0,0,60000,55,10,20,406,8543
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,140000,0,0,74,3,4,478,3729
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,30000,62,1,18,215,3125
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,220000,30000,0,99,7,15,452,6513
HotBrain,PSP,2007,Puzzle,Midway Games,20000,0,0,93,5,18,298,3196
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,140000,90000,0,100,8,14,4,357
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,40000,10000,0,93,4,28,474,1910
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,60000,20000,0,77,3,7,448,6712
ESPN NFL Primetime 2002,PS2,2001,Sports,Konami Digital Entertainment,40000,30000,0,95,10,15,254,2050
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,90000,60000,0,41,0,14,131,8416
Mario no Super Picross,SNES,1995,Puzzle,Nintendo,0,0,410000,98,5,22,329,4268
Renegade Racers,PS,1999,Racing,Interplay,10000,10000,0,50,6,14,230,5992
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,30000,0,92,0,13,130,3148
The Rub Rabbits!,DS,2005,Puzzle,Sega,30000,0,40000,65,5,4,406,7663
FIFA 14,PSV,2013,Sports,Electronic Arts,80000,230000,10000,61,10,19,131,2216
Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,190000,130000,0,46,0,14,442,6264
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,50000,10000,40000,68,2,2,351,697
Psychic Force,PS,1996,Fighting,Acclaim Entertainment,10000,10000,130000,77,2,14,17,5778
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,540000,200000,0,76,1,6,121,7424
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,120000,40,2,2,317,5289
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0,0,530000,58,10,22,210,8239
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,80000,20000,30000,60,5,25,329,3845
Bomberman,DS,2005,Puzzle,Ubisoft,100000,10000,30000,90,5,4,474,750
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,80000,50000,0,50,3,19,332,1424
The Sims 2,GC,2005,Simulation,Electronic Arts,260000,70000,0,86,9,7,131,7676
NCIS,PS3,2011,Adventure,Ubisoft,70000,40000,0,100,1,16,474,4947
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,30000,0,0,91,5,4,391,836
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,30000,77,7,19,452,418
CSI: Unsolved!,DS,2010,Adventure,Ubisoft,130000,50000,0,60,1,4,474,905
Flushed Away,GC,2006,Platform,D3Publisher,120000,30000,0,43,4,7,104,2463
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0,0,10000,99,10,16,406,6400
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,30000,90,1,18,215,8311
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,220000,80000,0,100,1,6,187,1075
NCAA Football 11,PS3,2010,Sports,Electronic Arts,790000,0,0,56,10,16,131,4927
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1250000,290000,0,40,6,15,448,4495
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,130000,0,10000,46,3,18,217,6242
Veggy World,DS,2011,Shooter,Jack of All Games,20000,0,0,86,8,4,237,8197
Go! Go! Hypergrind,GC,2003,Sports,Atlus,20000,10000,0,56,10,7,53,2739
Rugrats Studio Tour,PS,1999,Adventure,THQ,570000,670000,0,74,1,14,442,6193
Warriors Orochi,PSP,2008,Action,Tecmo Koei,20000,0,180000,50,0,18,452,8341
Street Fighter X Tekken,X360,2012,Fighting,Capcom,310000,100000,30000,42,2,27,82,7023
Super R.C. Pro-Am,GB,1991,Racing,Nintendo,580000,370000,150000,94,6,5,329,7153
Deadpool,X360,2013,Action,Activision,260000,130000,0,98,0,27,21,1500
Spider-Man: Web of Shadows,X360,2008,Action,Activision,360000,20000,0,84,0,27,21,6845
NASCAR 2000,PS,1999,Racing,Electronic Arts,880000,600000,0,87,6,14,131,4825
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,220000,200000,0,52,4,27,492,1290
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,270000,170000,0,40,3,27,296,8647
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1100000,2150000,210000,63,8,17,131,570
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,770000,760000,10000,42,0,16,495,3894
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,260000,0,0,67,5,25,104,5812
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,50000,42,1,16,36,8384
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,40000,0,0,99,0,18,94,5580
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,740000,1010000,0,53,6,15,492,1285
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,50000,110000,0,45,3,27,296,3974
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1090000,550000,0,67,6,28,131,5116
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,20000,92,5,26,406,5803
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,340000,130000,0,70,6,6,383,4497
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,240000,89,10,14,57,1212
NBA Live 2000,PS,1998,Sports,Electronic Arts,1430000,50000,0,70,10,14,131,4891
John Madden Football,SNES,1991,Sports,Imagineer,0,0,70000,95,10,22,223,3545
Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,100000,72,10,18,138,1561
Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0,0,370000,66,7,14,138,7345
World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,90000,99,10,14,317,8518
Asteroids,2600,1980,Shooter,Atari,4000000,260000,0,49,8,0,51,395
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,30000,78,3,18,45,6976
Sonic Rivals 2,PSP,2007,Racing,Sega,440000,670000,0,96,6,18,406,6766
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,120000,59,10,4,254,5662
Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,310000,70000,0,60,6,10,17,2171
Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,550000,380000,0,41,3,14,414,3434
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,140000,100000,0,74,8,14,432,689
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,500000,290000,10000,62,7,4,406,6754
Yakuza 4,PS3,2003,Action,Sega,150000,130000,630000,82,0,16,406,8608
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,70000,90,1,18,317,3235
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,50000,10000,0,53,3,28,296,7350
Star Fox Adventures,GC,2002,Adventure,Nintendo,960000,530000,300000,85,1,7,329,6907
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,40000,41,3,4,452,4185
Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,80000,0,0,52,9,4,442,1932
Return Fire,PS,1996,Strategy,Time Warner Interactive,50000,30000,0,62,11,14,460,6030
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,370000,140000,0,89,0,6,131,3005
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,20000,56,0,19,215,2939
Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,10000,0,0,77,3,4,117,2569
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,40000,43,10,14,254,812
Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,0,0,20000,80,1,18,104,4542
Just Dance Kids 2,X360,2011,Misc,Ubisoft,290000,80000,0,89,3,27,474,3592
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,30000,0,81,11,13,478,4426
Armor Ambush,2600,1981,Action,Mattel Interactive,150000,10000,0,58,0,0,281,334
Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,Acquire,0,0,80000,77,7,18,20,3693
Fight Night 2004,XB,2004,Fighting,Electronic Arts,510000,150000,0,54,2,28,131,2362
Madden NFL 07,PSP,2009,Sports,Unknown,770000,30000,0,63,10,18,478,4142
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0,0,70000,59,7,4,317,3707
Virtua Tennis 3,X360,2007,Sports,Sega,30000,10000,0,60,10,27,406,8230
MindJack,PS3,2011,Shooter,Square Enix,70000,70000,0,69,8,16,422,4521
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,320000,50,0,15,452,2006
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,340000,0,46,3,16,414,1420
Angry Birds Star Wars,PS3,2013,Strategy,Activision,100000,140000,0,41,11,16,21,268
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,10000,50,9,4,445,5465
Scrabble,PS,1999,Misc,Ubisoft,140000,100000,0,80,3,14,474,6369
Mind Zero,PSV,2013,Role-Playing,GungHo,50000,0,40000,70,7,19,195,4520
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,30000,0,68,8,13,115,6213
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,50000,30000,60000,83,7,16,93,3227
LEGO Indiana Jones: The Original Adventures,Wii,2010,Action,LucasArts,1510000,610000,0,84,0,25,264,3889
MX vs. ATV Unleashed,XB,2005,Racing,THQ,320000,70000,0,74,6,28,442,4120
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,40000,20000,0,98,0,6,254,6563
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,60000,57,2,22,254,7366
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,80000,50000,0,72,9,14,489,163
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,40000,73,1,16,332,6490
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,480000,350000,360000,75,0,2,329,3717
May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,40000,40000,0,77,5,4,279,4322
Mini Ninjas,Wii,2009,Action,Eidos Interactive,160000,160000,0,78,0,25,130,4525
Wipeout 2,3DS,2011,Misc,Activision,220000,0,0,88,3,2,21,8453
Starsky & Hutch,PS2,2003,Racing,Empire Interactive,450000,350000,0,42,6,15,134,6980
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,40000,10000,480000,44,7,4,254,4173
Brunswick Pro Bowling,PS3,2010,Sports,505 Games,100000,50000,0,54,10,16,6,833
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,70000,20000,0,99,10,28,448,1199
Spider-Man,PS,2000,Action,Activision,1700000,1250000,20000,66,0,14,21,6835
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,20000,10000,0,91,10,15,474,7085
Mega Man 3,NES,1990,Platform,Capcom,680000,100000,390000,52,4,11,82,4363
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,410000,49,4,6,329,2279
Dino Crisis 2,PS,2000,Action,Virgin Interactive,340000,490000,280000,45,0,14,489,1638
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0,0,50000,84,3,4,62,2579
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,10000,67,1,18,30,5330
Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,40000,30000,0,71,10,15,6,2436
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,80000,30000,0,70,0,6,474,6266
NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,560000,380000,0,63,10,14,414,4966
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0,70000,30000,58,0,16,414,7500
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,130000,66,0,25,82,6413
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,130000,90000,0,58,8,14,474,7874
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,170000,10000,0,94,6,4,131,5114
Turok,X360,2008,Action,Touchstone,460000,200000,10000,67,0,27,466,8058
Junior Island Adventure,DS,2011,Puzzle,Unknown,30000,0,0,80,5,4,478,3572
NHL 16,PS4,2015,Sports,Electronic Arts,360000,160000,0,57,10,17,131,4993
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,30000,0,0,87,8,25,340,4229
Gundam Battle Tactics,PSP,2005,Action,Namco Bandai Games,0,0,70000,67,0,18,317,2911
Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,120000,50000,0,46,3,6,442,3080
The Incredible Hulk,X360,2008,Action,Sega,220000,20000,0,82,0,27,406,7545
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,590000,870000,0,100,9,13,131,7689
We Sing Encore,Wii,2010,Misc,Nordic Games,0,390000,0,98,3,25,337,8365
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,50000,40000,0,51,3,15,268,6120
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,200000,50000,0,79,10,10,156,2508
Superman: Shadow of Apokolips,GC,2003,Action,Atari,60000,20000,0,64,0,7,51,7207
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,50000,10000,0,40,4,4,121,1708
Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0,0,10000,61,0,4,393,1101
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,Konami Digital Entertainment,490000,130000,70000,83,11,7,254,8687
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,10000,0,56,4,27,296,490
Chameleon Twist 2,N64,1998,Platform,Infogrames,40000,10000,0,51,4,10,226,1054
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,50000,40000,0,60,9,15,187,6925
The Ant Bully,GBA,2006,Platform,Midway Games,30000,10000,0,92,4,6,298,7437
Angry Birds Star Wars,XOne,2013,Strategy,Activision,110000,40000,0,62,11,29,21,268
Assassin's Creed II,X360,2009,Action,Ubisoft,3110000,1550000,80000,69,0,27,474,377
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,20000,0,65,7,13,107,3936
Mega Man X8,PS2,2004,Platform,Capcom,140000,110000,0,83,4,15,82,4394
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,30000,20000,0,59,8,15,130,8152
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,30000,84,7,18,452,3784
Jewels of the Ages,DS,2011,Puzzle,City Interactive,30000,20000,0,45,5,4,85,3474
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,400000,100000,0,55,9,4,21,8729
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,120000,57,3,15,104,3141
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0,40000,60000,70,0,2,6,5060
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,620000,490000,0,53,0,15,254,6597
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,190000,360000,10000,43,0,16,474,5704
Persona 5,PS3,2016,Role-Playing,Unknown,0,0,110000,86,7,16,478,5458
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,860000,30000,0,57,6,15,442,4120
Dead Island,PC,2011,Action,Deep Silver,120000,70000,0,85,0,13,115,1471
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,90000,0,0,41,3,25,272,240
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,60000,20000,0,93,7,7,406,5500
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1570000,180000,0,45,10,15,131,4894
Brunswick Pro Bowling,X360,2010,Sports,505 Games,380000,40000,0,56,10,27,6,833
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0,0,30000,56,7,4,210,5318
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0,10000,0,45,1,13,67,6485
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,20000,0,0,65,0,2,254,5726
MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,30000,10000,0,72,6,28,96,4116
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,20000,0,40,5,4,478,3091
Momotarou Dentetsu World,DS,2010,Misc,Hudson Soft,0,0,190000,64,3,4,210,4595
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,590000,310000,150000,73,4,25,329,8336
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,580000,260000,0,72,7,27,474,6803
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,30000,83,7,16,317,7112
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,20000,64,0,15,277,874
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,750000,1090000,20000,58,0,14,131,2999
Chameleon,PSP,2006,Puzzle,505 Games,80000,0,0,60,5,18,6,1053
Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,20000,82,3,18,45,6975
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,10000,0,70,1,13,98,80
Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,390000,82,8,15,317,4572
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,80000,99,1,6,329,2269
Dead Island,PS3,2011,Action,Deep Silver,1080000,730000,150000,91,0,16,115,1471
Guitar Hero: World Tour,X360,2008,Misc,Activision,1780000,630000,0,65,3,27,21,2896
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,20000,69,3,18,406,5562
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,20000,40,11,16,104,4128
Kiniro no Corda 3,PSP,2010,Adventure,Tecmo Koei,0,0,90000,41,1,18,452,3785
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,50000,0,78,1,27,21,4599
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,120000,0,44,0,13,396,2141
Luxor: Pharaoh's Challenge,Wii,2005,Puzzle,Funsta,10000,20000,0,80,5,25,164,4069
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,120000,0,47,3,27,296,3972
OverBlood 2,PS,1998,Action,Evolution Games,0,0,60000,92,0,14,143,5345
Backyard NFL Football,DS,2007,Sports,Atari,20000,0,0,83,10,4,51,453
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,200000,67,3,15,401,3531
Freekstyle,GC,2002,Racing,Electronic Arts,70000,20000,0,63,6,7,131,2523
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0,0,70000,45,3,2,158,983
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,100000,30000,0,92,10,7,131,2240
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,80000,80000,30000,76,0,25,254,5726
Hyakka Yakou,PSV,2015,Action,Unknown,0,0,10000,43,0,19,478,3218
Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0,0,260000,40,0,16,452,6322
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,100000,290000,0,84,3,25,474,2282
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,70000,10000,30000,63,2,18,351,693
"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0,40000,0,53,1,13,152,4743
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,30000,40000,0,46,0,29,474,383
187: Ride or Die,XB,2005,Racing,Ubisoft,50000,10000,0,70,6,28,474,28
We Cheer,Wii,2008,Simulation,505 Games,470000,0,0,93,9,25,6,8362
NES Remix,WiiU,2014,Action,Nintendo,170000,0,80000,61,0,26,329,4952
Brain Challenge,DS,2008,Misc,Ubisoft,410000,0,0,46,3,4,474,791
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,210000,70000,90000,41,2,16,351,696
ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,580000,390000,0,51,6,14,17,105
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,550000,240000,10000,79,7,27,131,3781
Alone in the Dark,Wii,2008,Adventure,Atari,90000,80000,0,69,1,25,51,228
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,140000,30000,0,47,0,25,442,4280
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,10000,20000,0,99,9,13,131,7684
Devil May Cry 4,PS3,2008,Action,Capcom,580000,450000,340000,56,0,16,82,1593
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,90000,20000,0,96,6,7,17,3450
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3960000,6310000,380000,56,0,17,448,2821
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,90000,60000,0,40,0,14,130,7546
FIFA Street 2,DS,2006,Sports,Electronic Arts,40000,0,0,83,10,4,131,2238
World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave Entertainment,70000,20000,0,74,3,28,96,8481
Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,130000,76,11,14,423,2553
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1050000,1230000,30000,97,6,16,131,5118
M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,40000,0,0,52,1,4,509,4071
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,110000,60000,80000,99,0,16,217,2084
Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,100000,70000,0,49,3,14,226,404
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,40000,30000,160000,80,10,14,452,2629
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,580000,500000,0,49,0,18,264,3902
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1280000,30000,730000,40,7,4,329,5600
The BIGS 2,DS,2009,Sports,Take-Two Interactive,50000,0,0,42,10,4,448,7440
NOÃ«L: La Neige,PS,1998,Adventure,Pioneer LDC,0,0,70000,97,1,14,366,5025
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,40000,20000,0,85,10,6,51,458
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,30000,49,7,27,82,4625
Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,70000,10000,0,72,6,27,474,3301
Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,250000,60000,0,66,6,10,131,3188
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,240000,30000,0,94,0,27,131,3004
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,100000,40000,0,48,0,16,495,7618
Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,30000,0,0,82,3,4,510,1502
Midnight Play! Pack,DS,2008,Misc,Ubisoft,80000,0,0,42,3,4,474,4500
Band Hero,Wii,2009,Misc,Activision,590000,290000,0,89,3,25,21,489
