Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
1659,Portugal,"A complex blend of five grapes, this is a textured and fruity wine that is impressively fresh and crisp. Apples, strong citrus and apricots are all present in this tight, mineral wine. Drink from 2016.",Talhão 1,88,,Tejo,,,Portuguese White,Quinta da Lagoalva de Cima
1681,Portugal,"Fruity and lightly structured, this is a wine for drinking now. It has great juicy fruitiness, soft tannins and an immediately drinkable character, great for barbecues. The wine is named after the Fado Portugal's national music, songs  by seamen longing for home.",Fado Tinto Reserva,88,20.0,Alentejano,,,Portuguese Red,Terras de Alter
1683,Portugal,"Firmly tannic and dense, this dry wine is dedicated to the winemakers at Vidigal, the authors in the name of the wine. It has berry fruits under its dark texture, promising more fruit in the next several years. There is a show of wood aging as well as acidity at the end.  Screwcap.",3 Autores,88,12.0,Douro,,,Portuguese Red,Vidigal
1694,Portugal,"Crisp, dry and fresh, this is a lively and fruity wine. It's lightly textured, tangy and clean as a whistle. Drink now.",Torre de Vila Nova,88,12.0,Vinho Verde,,,Portuguese White,Casa de Vila Nova
1695,Portugal,"As pale as any Provence rosé, this fresh and fragrant wine is delicious. It's crisp in apple and red berry fruits, light and fresh at the end. The aftertaste is as bright as the rest of the wine. Drink now.",Vinha Grande,88,20.0,Douro,,,Rosé,Casa Ferreirinha
1833,Portugal,"This is a perfumed, ripe wine. It has black fruit, soft tannins, a light character that emphasizes bright fruit and a juicy aftertaste. Drink now.",,84,15.0,Tejo,,,Touriga Nacional,Quinta do Casal Branco
1836,Portugal,"Produced in eastern Alentejo, near Spain, this light and soft wine is easy and drinkable. It has a smooth texture, just hinting at lemony acidity. Drink now.",Monte da Cal Colheita Seleccionada,84,9.0,Alentejano,,,Portuguese White,Global Wines
1839,Portugal,"This is an attractive, warm, rounded wine. Yellow fruit flavors are cut with white fruit and acidity. It has a smooth, creamy texture that gives it extra richness. Drink now.",,84,10.0,Douro,,,Portuguese White,Valle da Fonte
1840,Portugal,"This soft, light wine boasts crisp fruit and acidity. It has a touch of bitterness, with almond and tight citrus flavors, and is ready to drink.",Galileu,84,,Tejo,,,Portuguese White,Casal do Conde
1841,Portugal,"High-acid red wine is not for everyone, but this one—dry, stalky and light—is a genuine example of a wine that has always had a following in northern Portugal, great for pairing with fresh sardines. Think that way, and it's more than just a curiosity.",Campelo Tinto,84,10.0,Vinho Verde,,,Portuguese Red,Caves Campelo
1846,Portugal,"This is a soft and crisp wine that shows attractive, tangy orange flavor and has plenty of acidity to keep it as fresh as possible. Drink now.",Terra de Touros,84,12.0,Tejo,,,Arinto,Quinta do Casal Monteiro
1847,Portugal,This blend of Bical and Cercial is toasty and dominated by its wood aging. Wood-derived spice notes cover its crisper green fruits.,Vadio Branco,84,22.0,Bairrada,,,Portuguese White,Vadio Wines
1848,Portugal,"This is a soft, fruity and easy wine. With simple tannins and black currant fruit laced with spice, it's made to be drunk now.",Animus,84,13.0,Douro,,,Portuguese Red,Vicente Faria Vinhos
1856,Portugal,"This sweet sparkling rosé is clean and crisp. It has attractive strawberry fruit, soft texture and a light mousse. Drink now.",Plexus Rosé,83,7.0,Tejo,,,Castelão,Adega Cooperativa do Cartaxo
1861,Portugal,"All four of Dâo's indigenous red grapes—Touriga Nacional, Tinta Roriz, Jaen and Alfrocheiro—are in this blend. It is rich and fruity wine, showing a lightly perfumed character against ripe black fruit tones. Drink now.",Dona Santana,91,25.0,Dão,,,Portuguese Red,Quinta de Lemos
1888,Portugal,"This is a rich and ripe wine, densely textured with firm tannins that provide a solid structure. Made from selected fruit grown in the north of the Tejo region, the blend of 60% Aragonez, 25% Syrah, 15% Merlot is a textured wood-aged wine that has red and black berry fruits followed by balanced acidity. It is ready to drink, but will improve after 2015.",Vila Jardim Escolha,91,20.0,Tejo,,,Portuguese Red,Quinta Vale do Armo
1942,Portugal,"Dense and structured, this is a firm wine from the Santar estate. It is powered by its tannins and partnered with ripe black plum fruits. There is a feeling of tough rocks, a dry core that need some time. Drink from 2015.",Casa de Santar,90,,Dão,,,Portuguese Red,Dão Sul
1943,Portugal,"This complex, ripe wine reflects the steely character of Dão whites along with perfumed acidity and rich white fruit flavors. Lime, apples and pears are smoothed by wood aging and given a final burst of freshness. It's ready to drink.",Casa de Santar Reserva Branco,90,,Dão,,,Portuguese White,Dão Sul
1960,Portugal,"This is a bold, ripe wine that is full of black fruits and generous tannins. It has a rich, warm character that is tempered by acidity and a crisp black currant aftertaste. Drink now.",,88,21.0,Douro,,,Touriga Nacional,Delaforce
1963,Portugal,"This is a satisfying, ripe and rich wine. It has big layers of red fruits, attractive spice from partial wood aging and fresh acidity. Still young, it will be even better from early 2016.",Ciconia Tinto,88,8.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
1971,Portugal,"This ripe, tannic wine has a good sense of balance between the firm structure and the potential of the rich, full-blown fruit. Blackberry fruit shows strongly, giving a dense wine that will still develop quickly. Drink from 2016.",Tinto,88,10.0,Douro,,,Portuguese Red,Porca de Murça
1983,Portugal,"Ripe and smooth, this is a rich, rounded wine that has a warm character, tasting of sunshine. With soft tannins, a touch of caramel from the wood aging and layers of black fruits, it's an attractive wine to drink now, or age until 2017.",Ciconia Tinto,88,8.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
1993,Portugal,"This is a rich and jammy wine, packed with black fruits as well as dark tannins. Dark chocolate flavors come from the wood aging which also leaves a burnt taste. These both suggest this potentially fine wine needs to age. Drink from 2016.",Veedha,88,12.0,Douro,,,Portuguese Red,Sogevinus
2115,Portugal,"This is a wine that reveals the younger side of Moscatel in Setúbal. It shows honey, spice and perfumed fruitiness that contrast with the richness of the texture and its fresh peach and apricot flavors. Drink now for immediate enjoyment.",Alambre,90,16.0,Moscatel de Setúbal,,,Moscatel,José Maria da Fonseca
2132,Portugal,"This is a rustic, barnyard-scented wine, with tannins and acidity but lacking fruit. Think of it as one to quaff without too much thought.",Dona Helena Colheita,83,11.0,Península de Setúbal,,,Castelão,Wines & Winemakers
2136,Portugal,"There is a lightly yeasty character to this wine that gives it a bitter edge, hindering its fruitiness and crisp apple acidity.",Três Castas,82,10.0,Vinho Verde,,,Portuguese White,Caves Campelo
2205,Portugal,"Although it's young, this wine has seen some time in oak, which has given it a ripe fruity character balanced by toast. It's rich and full with balancing acidity and a spicy aftertaste. It needs to age a few months, so drink from 2016.",Colheita Seleccionada Branco,88,13.0,Alentejano,,,Portuguese White,Herdade de São Miguel
2213,Portugal,"A new venture to the Douro by Tejo-based Lagoalva, this is juicy, fruity and soft. While it misses the minerality of many Douro wines, it does have ripe plum fruit flavors, and an open, generous texture. This is a warm full-bodied wine that's ready to drink.",Fazedouro,88,,Douro,,,Portuguese Red,Quinta da Lagoalva de Cima
2223,Portugal,"A full-bodied, ripe and juicy wine that is developing well. It has weight, soft and warm tannins and already delicious fruit. Blackberries dominate, supported by acidity and a solid core of drier structure. Drink from 2015.",Reserva,90,,Douro,,,Portuguese Red,Vilalva
2228,Portugal,"Grande in all senses, this wine comes in a powerfully heavy bottle. The wine itself is very structured with ripe and dense tannins and concentrated black, juicy fruits. It comes from selected parcels in Rocim, and is only made in top years. Age this powerful wine and drink from 2017.",Grande Rocim Reserva,90,,Alentejo,,,Portuguese Red,Herdade do Rocim
2240,Portugal,"Petit Verdot seems right at home in the southern Alentejo. This wine is fully ripe, powerful and genuinely fruity. Very juicy and packed with black fruits, it's full-bodied and dense. Drink from 2017.",,90,45.0,Alentejano,,,Petit Verdot,Cortes de Cima
2241,Portugal,"This wine shows some of the natural tannic structure of the Douro while really bringing out plenty of fruit. It is rich, full of black fruits, ripe berries and elegant acidity. Firm and fruity at the end, it could age until 2016, but is good to drink now.",Palestra,90,,Douro,,,Portuguese Red,Dão Sul
2262,Portugal,"An instantly enjoyable, balanced rosé. It's fresh, clean and full of red berry fruits, with a crisp finish. Drink now.",Periquita,87,11.0,Península de Setúbal,,,Rosé,José Maria da Fonseca
2302,Portugal,"The Reserva version of Mural makes a powerful statement. Dark in color and packed with concentrated fruit, it is full of tannins as well as brooding black-plum flavors. Spice and juicy acidity complete the ensemble. It's a solid wine that needs to age to soften the tannic structure. Drink from 2017.",Mural Reserva,91,12.0,Douro,,,Portuguese Red,Quinta do Portal
2303,Portugal,"This wine is a fine exposition of the structure and density of a serious Douro wine. A field blend, it is packed with dark berry fruits and sweet tannins, with a strong mineral element that reflects the tough schist of the vineyards. It's drinkable now, but the wine will be better in 2016.",VT '08,91,47.0,Douro,,,Portuguese Red,Quinta do Sagrado
2328,Portugal,"This wood-aged, fortified Moscatel has retained its fruitiness while also showing older, wood and toast flavors. Perfumed and fragrant, with integrated acidity, enjoy this offering soon.",Colheita,90,137.0,Moscatel do Douro,,,Moscatel,Adega de Favaios
2492,Portugal,"Open and fruity, this delicious, already drinkable wine is a typical Portuguese blend that's dominated by Touriga Nacional. It has an attractive perfumed aroma along with toasty wood flavors and black currant freshness. The combination is full, forward and delicious now.",Bridão Classico,88,8.0,Tejo,,,Portuguese Red,Adega Cooperativa do Cartaxo
2507,Portugal,"A smooth and ripe wine, packed with black fruits and some firm tannins that lend support. It is structured, juicy and full of strong spice, with dense texture. It should age a while longer, so drink from 2017.",Herdade da Pimenta Pimenta Preta,88,12.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
2524,Portugal,"From a blend of grapes that includes Touriga Nacional, this wine is serious and dense. It has a solid texture along with concentrated dark-plum flavors. It's a powerhouse of firm tannins, juicy fruits and a fine layer of spice from wood aging. Drink after 2015.",Ramos Premium,91,20.0,Alentejano,,,Portuguese Red,J. Portugal Ramos
2536,Portugal,"This Syrah-based wine is dense, concentrated and seriously ageworthy. It is weighted by concentrated black fruit, with solid tannic structure and fine acidity on the finish. Drink after 2016.",Incógnito,91,60.0,Alentejano,,,Syrah,Cortes de Cima
