description,country,variety
Exotic citrus and orange blossom aromas are lively and a touch oily. This is racy and fresh with substance to the mouthfeel. Peachy stone-fruit flavors hint at orange and lychee while this is lasting and intense on the finish. Drink now.,Argentina,Torrontés
Roasted gritty berry and plum aromas suggest moderate ripeness. This feels drawing tannic and in reverse meaning it grows harder as it breathes. Dry lightly salty blackberry and pepper flavors finish spicy minty and oaky alongside raw tannins.,Argentina,Cabernet Franc
A smooth operator with sweet aromas of cotton candy caramel and baked black plum. The palate is exceedingly flush yet refined while the meaty flavor profile entails roasted berry fruit and herbs. Finishes with sweet easy notes of caramel and toast. Drink now through 2013.,Argentina,Pinot Noir
Clean cedary and dynamic with fine black-fruit aromas on the nose. The palate has a full layered texture that impresses while the flavors of black cherry blackberry and boysenberry carry toasty dark chocolaty accents. Savory and warm on the finish with lots of power. A blend of 75% Malbec with 20% Tempranillo and 5% Syrah.,Argentina,Red Blend
Damp earthy berry aromas are a touch murky. This feels bulky grabby and tannic while overriding flavors of coffee toast and bitter chocolate make fruit a bit player. A choppy finish with hard tannins and herbal berry flavors puts this Cabernet in the midtier category.,Argentina,Cabernet Sauvignon
Saturated in color as well as on the nose this fruit-packed Malbec opens with grapy black-plum and cassis aromas. An intensely bold palate is loaded to the hilt with black cherry blackberry and integrated oak and spice flavors. A lush steady finish unfolds in due time and with no disparate parts; drink from 2019–2025.,Argentina,Malbec
This single-vineyard Malbec blend from vineyards that sit at 6500 feet smells dark grilled and rubbery but also meaty and full of fruit. A full lush palate avoids fierceness and lays on the richness. Toasty lightly herbal berry and plum flavors are highly appealing. The wine tastes of herbs salted meat and spices on a complex finish. Drink through 2024.,Argentina,Red Blend
Generous oak is reflected via aromas of hickory and smoke on the nose of this lusty but refined blend of Cabernet and Malbec. In the mouth rugged tannins and high acidity suggest further cellaring. Flavors of plum berry chocolate and tomato sauce finish with dry pulling tannins and a sense of acidic freshness. Drink through 2027.,Argentina,Cabernet Sauvignon-Malbec
Bold and earthy wine with aromas of fine rubber balsam wood forest floor spice and ripe black fruit. It's thick as it rolls over the palate and the wild berry herb and pepper flavors fit the wine's physique and profile. Long and fairly deep on the finish; drink now through 2011.,Argentina,Malbec
Crisp almost scratchy aromas of herbal red fruits are a bit strained. This feels solid with ample volume. Earthy flavors of tomato sauce mixed spices stewed plum and cassis finish long and herbal with some grace.,Argentina,Cabernet Sauvignon
Earthy slightly grassy infusions work their way onto a hot energetic bouquet. This feels racy drawing and a bit clampy while woody spicy flavors of rubbery berry fruits finish bold and hot like the beginning.,Argentina,Malbec
Chunky slightly rubbery aromas revolve around black fruits and oak. This is a dense thick wine with blackberry plum fig and bitter chocolate flavors. The finish is dark and weighty in this meaty Malbec.,Argentina,Malbec
This wonderful under-$20 Malbec opens with a blast of black-fruit aromas as well as mild rubber scents and minerality. The palate is solid with baked berry and integrated saline and mineral flavors. A bright lively finish with a ton of berry essence closes this out.,Argentina,Malbec
Licorice cardamom blueberry and cassis aromas are subtle but complementary. A firm healthy feel isn't particularly hard or tannic while candied berry and sweet oak flavors lead to a long smooth finish. This blend of 67% Malbec and 33% Cab Sauvignon is ripe ready and exemplifies Mendoza's penchant for big wines with balance. Only 150 cases made.,Argentina,Malbec-Cabernet Sauvignon
Generic on the nose with undistinguished aromas of red fruits and candy. Feels plump and tastes a bit stalky with generic red cherry plum skin and candied flavors. Harmless and a touch sweet; drink well chilled.,Argentina,Rosé
A heavy dark and loud Malbec with bullish floral and black fruit aromas. Offers vise-grip tannins and borderline-overpowering blackberry flavors. Darkens on the finish leaving espresso bitterness and chocolaty spice.,Argentina,Malbec
Opens with aromas of tomato leaf fresh salsa and rubber. Later on red fruit enters the picture and on the palate there's adequate raspberry and plum with a hint of chocolate. Feelwise it's a touch gummy. But overall this wine from Patagonia is solid and proves that Argentinean Pinot Noir has its merits.,Argentina,Pinot Noir
A mix of cedary oak rich berry fruit and spice aromas come together seamlessly on the nose of this ripe chunky Cab Franc something Andeluna has been working on for years and now has right. Rooty black-fruit flavors come with plenty of oak spice chocolate and pepper notes while the finish is long spicy and comfortable. Drink through 2020.,Argentina,Cabernet Franc
Earthy stewy aromas of baked berry and tree bark are typical for this winery. This blend of 80% Malbec and 20% Cabernet is dense layered and shows just enough acidity to stay upright. Baked stewy flavors of blackberry beef jerky pepper and carob finish loamy in feel with a touch of chocolate and herbal flavor. Drink through 2020.,Argentina,Malbec-Cabernet Sauvignon
Light and somewhat neutral smelling with peach and pool water aromas. It's fresh tangy and light on its feet with citrus melon and mild pithy flavors. Finishes similar with lasting freshness mild bitter notes and varietal correctness.,Argentina,Torrontés
A bit grassy and green with good power herbal black fruit aromas spice and cola. The palate is very high in acidity which at first creates a sheering sharpness and tart plum flavors. With more airing it grows rounder and more complex but overall it's exacting odd and funky.,Argentina,Malbec
Woodsy spicy aromas form a solid opening. There's adequate acidity on the palate along with raspberry red plum and mild herbal notes. Racy spicy and just toasty enough to rate well across the finish.,Argentina,Malbec
As a whole this is top-shelf Malbec with weight character and complexities. It's also a touch gamy on the nose with a no-miss blast of compost. Beyond that the palate shows lemony oak and tight tannins on top of oaky leathery flavors of robust berry and baked plum. Drink this rock-solid specimen now through 2016.,Argentina,Malbec
Spunky youthful aromas of wild berry and currant are aggressive but fresh in style. This is a juicy forward bright Malbec with boysenberry flavors followed by a short wave of bitter chocolate and toast. It finishes in the same style.,Argentina,Malbec
Lychee and melon aromas are proper for Torrontés. And while this has Viognier and Chardonnay in the blend it's Torrontés that dominates via a spritzy citrusy mouthfeel and flavors of lychee nectarine and citrus fruits. A fresh lively but simple finish confirms the wine's refreshment potential.,Argentina,White Blend
With oak-based aromas of Graham cracker vanilla and baked berries this comes across as being ripe and generous. Baked black fruits ample oak mocha and vanilla are the key flavors while the finish is woody and medium long. Drink now.,Argentina,Malbec
This is a woody oak-dominated Malbec but it's also ripe and well made. Aromas of sawdust vanilla and toast support raw berry essence. In the mouth tartaric notes stick out amid the richness while flavors of oak toast vanilla and berry fruits finish woody but with wayward acidity.,Argentina,Malbec
Floral red fruit aromas carry a hint of minerality and garrigue. The palate is lively with good overall balance. Tastes of ripe red plum raspberry and vanilla while the finish is light in weight and quick but satisfying.,Argentina,Malbec
Vanilla cookies peach and nectarine aromas work the opening. In the mouth there's a nice and even flow of acidity and pulpy tropical fruits. Flavors of tangerine melon and lychee are authentic and well balanced while the finish is musky fresh and confirms the wine's high quality.,Argentina,Torrontés
