description,country,variety
Dusty dried herb notes lend a savory tone to this dry Riesling. Straightforward but brisk it offers abundant lime acidity off set by fresh apple and pear flavors. Drink now.,Germany,Riesling
Tart white peach and plum notes are fresh and fragrant throughout this crisp mineral-driven Chardonnay. It's satisfyingly plump in mouthfeel yet vivacious and crisp on the finish. Drink now through 2016.,Germany,Chardonnay
Joyously ripe this lip-smackingly fruity wine sings of a summer's bounty of peach apricot and orange flavors. Its alter ego is deeply mineral though anchoring the palate in electric strikes of steel and slate. Delightfully crisp its honeyed finish wraps up surprisingly dry.,Germany,Riesling
Smoke and savory spice notes waft from this semi-sweet Riesling. Ripe peach and grapefruit notes are juicy on the palate accented by zesty lime acidity and a delicate mineral finish.,Germany,Riesling
Unctuously ripe yellow peach and cherry aromas entice on the nose of this sprightly late-harvest Riesling. It's semi-sweet and fruity with tart tangerine acidity that takes the spotlight on the palate. A refreshing tasty quaffer for a remarkable price.,Germany,Riesling
Intense aromas of savory spice and smoke lend a mysterious tone to flavors of pressed apple and pear in this dry medium-bodied Riesling. The palate is bright with lemon-lime acidity but finishes on a dusty mineral note.,Germany,Riesling
While racy and spry this delicately framed wine packs a punch of honeyed peach and nectarine flavors. It's effusively fresh floral and fruity yet accentuated by a crystalline sheen of minerality. Drink now.,Germany,Riesling
Initial pronounced smoke and struck match aromas blow off with aeration revealing fresher green apple and lime notes. As it opens lip-smacking hits of honey and sweet tangerine come to the fore. Drink now through 2020.,Germany,Riesling
This is an exotic flashy wine marked by layers of ripe sweet tropical fruit. Honey peaches and mangoes are plump and mouthfilling but end with elegance and finesse making for a finely balanced wine worthy of the two-star accolade.,Germany,Riesling
Rich viscous and sweet this is a spätlese that punches above its weight. A bit of dried apricot hints at the inclusion of some botrytized grapes while the rest of the fruit shows superripe flavors of peaches and honey. This is long on the finish clinging to the palate. Imported by Chapin Cellars LLC.,Germany,Riesling
This is a rather big and burly wine for a Mosel spätlese weighing in at 11.5% alcohol. And while it shows plenty of power it also shows nuance in its aromas and flavors which range from baked fruit honey and spiced marmalade to oily mineral essences. Has the concentration to age but the balance of sugar and alcohol may not hold in the long run—drink it over the next few years to avoid disappointment.,Germany,Riesling
Racy lime-tinged acidity cuts a fine edge through this steely intensely mineral kabinett. On the palate pristine honeyed sprays of lemon and tangerine lend a mouthwatering feel. The finish is long accented by touches of pollen and spice.,Germany,Riesling
Chalk and slate notes juxtapose fragrant sweet-tart tangerine lime and lemon on the nose and palate of this laser-edged kabinett. A kiss of honey gives the midpalate just a touch of sweetness that lingers long on the finish.,Germany,Riesling
Irresistably juicy and fruity yet so delicately nuanced by spice earth and mineral this light-footed kabinett encapsulates much of what's so special about Mosel Riesling. The palate bursts with rich yellow peach and mango but nervous lemon-lime acidity lends an electric vibe. It's delicious now but should improve through 2021.,Germany,Riesling
Bursts of yellow apple and grapefruit flavor are juicy and fresh in this easy-sipping Kabinett. Just a touch sweet and briskly composed it's a pertly balanced wine for everyday enjoyment.,Germany,Riesling
Robust pineapple and peach flavors are juicy and concentrated in this uncomplicated tasty wine. It's medium-sweet in style brightened by a lemon candy zestiness that lingers on the finish. Drink now.,Germany,Riesling
Faint whiffs of sugar cookie sweeten this straightforward fruity wine that's full of juicy tangerine and apple flavors. Spine-tingling acidity lends freshness to the midpalate leaving a clean finish. Drink now.,Germany,Riesling
Broad in the mouth and rather burly this nearly dry Riesling offers minerally spice-driven aromas and flavors. A touch of honeyed richness on the palate rounds it out but this is not a stereotypical fruity Riesling despite the mouthwatering finish.,Germany,Riesling
In really warm years like 2006 wines from the cool Saar valley often excel. This offering shows crisp refreshing acidity to balance its residual sugar and classic flavors of green apple lime and pineapple. Under it all is a firm foundation of slate-driven minerality and a fine linear structure.,Germany,Riesling
Impressive for its minerality this wine offers up aromas of petrol honey and slate rather than the fruit-driven notes of many Rieslings. In the mouth it's like drinking liquid rocks with just enough honey to help the minerals slide down smoothly lingering sweetly on the finish.,Germany,Riesling
While the nose is demure suggesting only a hint of muted apple and pear the sweet-tart palate on this spry wine is full of yellow-cherry flavor. Bracing acidity wraps the finish up tight and brisk.,Germany,Riesling
Initial aromas of earth and smoke blow off with aeration to reveal intense yellow peach scents swathed with honeysuckle and fresh green herbs. The palate is rich in penetrating stone fruit flavor but dry in style with a broad mineral-laden texture and a prickle of astringency on the finish.,Germany,Riesling
Despite it's cheeky critter-wine packaging there's a fair amount of elegance to be found in this sparkling blend of Trebbiano Airen and Müller-Thurgau. A tad sweet it's fresh with apple lemon and grapefruit flavors nuanced with a hint of toast and nut. Brisk acidity drives a pristine finish. Drink now through 2020.,Germany,Sparkling Blend
Luscious honeyed tangerine and yellow peach notes are offset by a streak of minerality in this easy off-dry Riesling. It's delicate in body yet juicy and refreshing. Drink now.,Germany,Riesling
Whiffs of pollen and saffron lend shades of nuance to this otherwise perky sun-kissed Kabinett. Sweet yellow peach and apricot flavors are honeyed and plush but balance out nicely through a crisp lime-tinged finish. Drink now.,Germany,Riesling
Dried orange rind and citrus blossoms perfume this dry yet honey-touched Gewürztraminer. Concentrated grapefruit flavor lends surprising intensity on the palate all the more enjoyable for an extreme value price.,Germany,Gewürztraminer
Blossomy and perfumed this white wine made from red Pinot Noir grapes exudes much of the variety's smoky floral flair against the backdrop of a crisp refreshing white wine. The palate is concentrated in pressed apple and pear notes that finish briskly. Drink now.,Germany,Spätburgunder
While the nose is decidedly savory wafting of herbs and bramble the palate of this delicately lacy auslese bursts with juicy peach and apricot nectar. Wax honey and spice notes meld into a long finish lifted by a streak of tangerine acidity.,Germany,Riesling
This library release kabinett is a rare opportunity to experience the remarkable evolutionary properties of Riesling at a relatively gentle price point. At 14 years of age it's remarkably lush with stone fruit notes but layered in swathes of caramel saffron and dusty minerality. Drink now.,Germany,Riesling
For a spätlese this is on the drier racier side of things with lime-like notes providing vibrance to the wine's stony slate-like core. It's light to medium in body with a crisp refreshing finish. Try as an apéritif or alongside certain Asian dishes.,Germany,Riesling
