Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
2015,260000,130000,0,98,8,29,448,775
2004,180000,80000,0,85,6,28,296,5878
2005,290000,70000,0,73,0,7,21,8116
2015,300000,330000,0,61,6,29,131,5112
1998,200000,130000,0,45,0,14,414,690
2012,80000,130000,0,63,6,27,88,1603
1998,910000,100000,0,50,6,14,17,3449
2005,740000,150000,130000,75,2,15,317,6793
2013,0,10000,0,66,10,25,104,8055
2008,280000,470000,0,78,3,16,414,892
2005,810000,300000,0,84,7,6,329,5614
2003,510000,400000,0,79,10,15,131,4110
2012,40000,0,0,56,10,13,448,4196
2002,50000,20000,0,84,10,6,254,1684
2014,100000,170000,20000,63,0,16,422,7760
2001,40000,30000,0,93,0,15,414,6674
2010,670000,260000,0,91,9,4,21,8728
2005,40000,10000,0,63,7,6,51,6595
2007,330000,20000,210000,73,9,4,131,6622
2005,580000,20000,0,48,0,15,298,4675
2008,280000,0,0,62,10,16,64,4199
2009,60000,0,0,60,3,25,510,1930
2002,220000,170000,230000,68,9,15,291,337
2002,120000,80000,0,70,4,14,440,7577
2000,0,0,750000,66,11,14,61,7181
2003,0,60000,0,66,9,13,296,4489
1994,1240000,430000,30000,54,4,8,406,6740
2015,0,0,60000,88,3,26,317,7289
2009,40000,0,0,59,1,4,280,4661
2008,460000,820000,0,59,4,4,442,8304
1999,0,0,260000,55,11,22,329,2435
2008,280000,220000,0,82,6,15,478,4840
2009,1700000,440000,60000,42,0,16,414,2756
2011,90000,50000,0,50,0,4,406,210
2006,300000,310000,0,57,6,27,51,7409
2006,890000,30000,10000,93,0,15,131,7501
1995,0,0,150000,99,10,20,406,3385
2003,400000,150000,0,42,0,6,477,7545
2001,610000,870000,20000,87,9,15,21,6963
2008,110000,0,0,48,8,25,23,5027
2013,0,0,60000,76,7,2,245,4459
2001,30000,20000,0,92,8,15,4,1896
2002,330000,90000,0,58,10,7,131,4156
2003,0,0,600000,47,11,15,61,1374
2009,130000,180000,0,66,4,15,414,6383
2002,30000,20000,0,73,0,15,254,4454
2009,40000,0,0,55,9,4,6,2101
2004,100000,20000,0,67,6,7,131,4827
2015,30000,0,0,60,0,2,332,6138
2007,0,0,80000,76,1,16,414,744
2008,0,0,40000,58,1,4,317,72
1999,660000,450000,0,40,1,14,254,4450
2005,0,0,40000,86,6,15,478,6401
2007,0,0,90000,63,2,25,447,5062
2009,140000,370000,0,56,10,4,131,2226
2009,40000,0,0,67,5,4,348,1051
2003,170000,130000,510000,47,0,15,452,2007
2002,0,0,30000,51,1,15,429,3844
2002,0,0,280000,68,2,7,317,2547
2004,300000,80000,70000,97,0,7,254,4457
2001,80000,50000,0,64,5,14,134,5537
1997,0,0,130000,95,8,20,406,7525
2005,80000,20000,0,52,8,28,131,1492
2014,130000,50000,0,89,0,6,478,7354
2013,1440000,310000,40000,95,10,16,448,4851
1988,590000,140000,810000,79,4,11,329,1764
1996,0,0,200000,92,8,20,317,4559
2008,100000,20000,0,82,3,25,419,1934
2008,0,520000,0,73,4,16,414,5908
1998,1170000,200000,40000,95,2,14,442,8260
2007,0,10000,0,94,5,13,55,3468
2002,160000,60000,0,43,4,6,82,4361
2007,60000,0,0,79,10,25,6,1461
2007,310000,10000,0,43,0,15,21,6841
2016,40000,80000,0,77,8,13,21,951
2009,100000,0,0,87,9,4,442,5432
2004,0,10000,0,62,10,13,131,7793
2002,1220000,100000,910000,45,4,6,329,3806
1995,0,0,90000,56,3,20,406,8222
2004,30000,20000,0,97,10,15,217,318
1999,0,0,510000,42,11,14,317,6232
2015,0,40000,0,71,0,13,495,3891
2010,0,0,20000,90,1,18,102,3685
2011,10000,20000,0,97,1,13,474,4947
1991,0,0,280000,83,0,22,452,4016
2004,110000,80000,0,43,6,15,474,7480
2007,10000,0,0,41,10,4,509,8393
2009,0,0,330000,63,7,18,317,7323
2001,100000,80000,0,89,6,15,131,6199
2011,0,0,240000,100,10,18,254,5739
2011,170000,20000,0,79,3,27,6,3525
2007,280000,250000,0,71,0,4,406,7508
2009,0,40000,0,85,3,4,302,3243
2007,10000,10000,0,46,0,13,442,5899
2012,0,0,170000,50,0,18,317,7535
2010,590000,830000,20000,95,0,27,422,3581
2004,480000,280000,0,63,0,28,474,5706
2007,200000,0,0,73,8,4,130,7958
2004,110000,30000,0,46,2,28,509,2875
2007,0,0,330000,56,0,15,452,6321
1996,0,0,50000,47,2,20,398,2661
1998,0,0,30000,43,7,20,92,4162
1999,60000,40000,0,85,10,14,254,3348
1998,120000,80000,0,99,5,14,17,881
2011,80000,0,0,55,10,4,448,4195
2011,50000,10000,0,48,0,4,21,2681
2012,100000,340000,0,93,6,27,88,2200
2009,920000,480000,0,62,3,25,21,2886
2004,50000,40000,0,78,8,15,187,6101
2001,540000,160000,0,85,4,28,51,5263
2009,380000,10000,0,76,0,25,442,6871
2002,1070000,280000,0,63,0,28,21,6844
2015,10000,0,0,83,7,7,478,8225
2002,50000,10000,0,62,0,7,58,7654
2011,80000,30000,0,79,6,25,104,612
2008,70000,0,0,97,7,4,317,7172
2009,0,0,40000,71,7,18,414,6345
1991,0,0,280000,71,10,11,317,2295
2009,110000,0,0,69,5,4,373,5442
2010,60000,0,0,94,0,4,240,3931
2010,40000,0,0,94,8,27,272,426
2009,1200000,600000,0,49,8,16,448,772
2007,80000,0,0,54,11,4,182,2729
1999,500000,340000,0,63,0,14,10,52
2004,0,0,130000,96,3,18,414,293
2007,240000,540000,0,76,0,18,131,7673
2015,390000,690000,0,78,0,13,448,2821
2009,0,0,230000,54,1,18,317,7532
2009,360000,450000,20000,82,8,27,88,5305
2010,200000,230000,0,67,8,27,21,3415
2011,0,0,110000,79,0,18,452,6523
2011,130000,110000,0,87,0,16,414,4358
2007,740000,40000,0,55,9,25,474,700
2008,190000,20000,130000,48,2,4,447,5065
1997,0,0,150000,94,8,20,317,4560
2016,20000,0,0,92,0,17,337,1452
2013,120000,100000,340000,76,0,16,452,2015
2008,380000,80000,30000,48,6,15,131,5111
2010,90000,0,0,67,9,4,117,3239
1995,90000,60000,0,60,10,14,131,2234
2014,0,90000,0,74,0,13,422,7760
2000,70000,50000,0,86,1,14,130,1091
2010,110000,40000,360000,54,0,16,452,2025
2009,60000,0,0,57,9,25,335,2330
2005,140000,0,0,59,5,4,6,790
2004,180000,140000,0,47,3,15,414,2176
1999,2280000,1720000,3630000,43,7,14,423,2404
2011,0,30000,0,74,5,4,55,4181
2014,1470000,540000,10000,100,10,17,448,4852
2014,220000,300000,0,80,8,13,131,7816
2009,410000,0,0,85,3,25,268,6114
2013,220000,60000,0,89,4,29,21,6679
2008,130000,30000,60000,97,0,25,82,6009
2006,0,0,30000,86,3,16,254,4184
2013,160000,170000,0,65,0,19,495,537
2007,1530000,810000,0,40,0,27,264,3904
2009,1070000,440000,10000,47,2,16,442,8085
2016,810000,850000,150000,85,8,17,21,5349
2008,930000,560000,0,72,10,25,474,6473
2009,0,20000,0,52,1,13,474,2847
2004,10000,0,0,99,8,6,509,1491
2006,850000,40000,0,67,6,4,442,997
2002,100000,80000,560000,86,7,15,51,8135
2011,0,0,120000,78,9,18,317,84
2007,110000,90000,0,44,3,15,414,890
2010,0,0,20000,88,1,15,91,5712
2011,80000,0,0,83,8,2,272,5050
2008,90000,0,0,71,10,27,131,4981
2010,250000,0,0,94,1,4,21,8769
2010,0,0,170000,41,0,18,317,2907
2008,40000,0,0,57,3,25,272,8471
2002,530000,420000,0,99,8,15,264,6950
2002,350000,80000,0,58,10,28,131,7791
2009,0,10000,0,85,0,18,130,7435
2007,260000,10000,130000,70,2,15,51,5067
2008,70000,60000,0,54,2,15,217,6313
2011,0,0,10000,88,3,18,36,6973
2015,0,0,20000,73,0,16,317,7259
2011,120000,50000,0,45,9,4,6,963
2011,0,30000,0,78,10,27,252,8268
2010,630000,200000,20000,89,0,27,131,1430
1995,60000,40000,120000,83,8,14,342,7660
2002,250000,90000,0,91,4,6,442,7741
2004,0,0,140000,75,10,6,254,5657
2009,280000,220000,0,99,10,15,131,4926
2007,350000,90000,0,72,8,18,474,7861
2017,0,0,40000,83,7,17,406,5496
2010,0,0,10000,90,11,18,437,4581
2003,2360000,140000,0,75,8,0,51,6813
1997,1370000,280000,30000,98,2,10,442,8261
2010,70000,0,0,82,1,4,442,8183
2001,200000,80000,0,69,4,6,230,2065
2007,0,0,140000,80,10,25,254,3521
2015,0,0,150000,48,7,19,328,7850
2008,1910000,840000,0,42,0,27,21,3856
2006,50000,0,0,86,4,18,254,1505
2009,0,30000,0,64,3,13,48,2896
2001,150000,40000,0,61,10,28,17,1462
2015,0,0,2290000,94,0,2,259,8633
2014,10000,0,0,74,8,13,317,3354
2010,520000,180000,0,54,0,25,264,6966
2006,20000,0,0,96,8,18,51,587
2013,520000,770000,70000,81,4,2,329,3883
2006,80000,0,0,51,0,18,131,1524
2000,1500000,550000,20000,52,8,14,414,7238
1998,550000,380000,0,67,4,14,168,5261
1999,250000,60000,110000,86,9,10,352,3020
2008,420000,10000,0,90,9,25,474,5483
2010,600000,190000,0,86,5,25,442,5522
1996,0,0,260000,98,7,20,315,1813
2009,0,10000,0,84,10,13,130,1061
2008,0,0,20000,53,1,4,317,4414
2013,720000,650000,40000,40,8,16,448,657
2011,0,0,260000,82,10,16,254,3502
2006,450000,20000,0,61,4,15,21,5342
2011,280000,130000,10000,49,0,27,406,6060
2013,0,0,30000,63,7,19,391,6781
2007,50000,0,0,69,7,18,290,8345
2000,0,0,140000,92,2,3,17,1485
2010,0,30000,0,73,7,13,131,214
2002,320000,250000,0,68,10,15,131,4944
2006,250000,70000,0,82,10,28,131,4108
2010,10000,0,0,45,6,4,428,3163
2005,20000,120000,0,65,11,13,448,6586
2010,0,60000,0,64,3,16,414,6640
2013,0,80000,0,95,10,19,406,2471
1992,0,0,130000,61,8,22,254,1243
2002,120000,30000,0,62,10,7,17,223
2010,900000,310000,0,60,2,27,442,8087
2002,150000,40000,0,63,1,7,329,1712
2004,50000,40000,0,51,11,15,17,8551
2007,330000,250000,70000,70,3,18,414,5427
2011,170000,30000,0,63,10,16,21,915
2015,60000,160000,60000,55,9,17,247,8036
2005,0,0,20000,88,3,15,317,5033
2007,50000,40000,0,82,0,15,21,604
2008,30000,20000,0,77,1,4,254,8445
2004,80000,60000,0,52,7,15,452,416
2008,1050000,660000,0,68,0,16,131,1480
2007,260000,0,0,68,10,18,414,4080
2005,30000,0,0,77,7,18,215,6826
2012,0,30000,0,84,0,13,82,6017
2002,1320000,1080000,40000,84,2,15,442,8290
2000,170000,120000,100000,61,1,14,82,4380
2015,0,0,130000,67,0,19,254,5720
2011,300000,220000,0,69,0,16,121,1689
2010,0,0,30000,93,1,18,377,1141
2007,280000,210000,0,59,9,15,474,5471
2002,2030000,1560000,0,50,9,13,131,7706
2007,180000,160000,30000,59,1,25,329,8704
2010,30000,0,0,89,3,4,474,621
2010,90000,60000,0,48,5,4,442,5522
2007,0,0,10000,89,1,15,30,3842
2007,110000,0,0,61,6,4,442,4122
2007,0,0,20000,89,2,15,75,6548
2002,60000,20000,0,97,0,28,298,2439
2008,580000,80000,20000,79,9,25,391,3027
2009,20000,0,0,49,7,13,130,1918
2004,40000,10000,0,91,0,28,121,8031
2014,100000,90000,10000,51,1,17,454,7736
2011,500000,70000,0,42,9,2,6,1250
2016,160000,0,0,69,0,16,414,4089
2015,0,20000,0,94,10,19,67,8265
2010,40000,0,0,76,6,4,474,2623
2006,50000,0,0,57,4,18,21,5343
2006,140000,20000,0,62,7,4,329,4171
1997,50000,30000,0,54,6,14,414,5648
2001,50000,20000,0,50,4,6,474,1700
2011,0,0,140000,59,0,18,420,3702
2003,130000,30000,0,61,4,7,495,4010
2006,800000,0,10000,100,6,25,474,4607
2010,150000,190000,0,93,0,25,406,7146
2016,0,0,30000,50,3,16,317,7266
1982,370000,20000,0,50,0,0,406,1238
2005,530000,150000,0,53,8,28,21,1783
1990,680000,140000,350000,88,4,11,82,1698
1998,0,0,260000,64,8,3,406,7526
2012,0,0,80000,81,0,2,317,1427
2001,2070000,2290000,240000,64,4,15,477,1282
2003,240000,90000,0,86,4,6,121,6886
2000,0,0,100000,47,1,3,406,6292
2014,0,10000,0,62,3,29,474,5854
2007,0,0,10000,98,2,25,277,4188
2005,0,0,320000,64,2,7,464,5083
1998,170000,40000,0,96,2,10,442,8259
2008,180000,400000,0,76,5,25,474,7268
2009,90000,0,0,86,3,27,121,1679
2009,70000,0,0,44,9,4,6,6299
2009,340000,30000,0,85,9,4,474,7047
2010,200000,20000,0,80,0,25,131,1305
2007,380000,50000,0,57,0,25,131,3004
2011,0,0,60000,54,3,18,254,5638
2004,130000,10000,110000,51,5,4,329,5622
2005,10000,10000,0,91,2,15,317,6561
2001,290000,230000,0,62,6,15,226,4831
2010,20000,10000,0,83,3,15,448,1793
2011,0,0,30000,47,1,18,30,6286
2014,90000,340000,0,74,10,2,131,2217
1999,50000,10000,0,74,10,10,442,830
2010,300000,190000,0,66,0,27,317,2116
2013,0,0,70000,52,0,19,452,8343
2006,10000,10000,0,80,10,15,414,4843
2010,0,0,20000,49,1,18,75,8155
2002,300000,230000,0,91,8,15,440,6100
2007,0,0,10000,74,3,15,61,5238
2014,50000,80000,0,70,10,27,254,5729
2015,310000,230000,30000,40,0,2,495,3891
2002,80000,20000,0,71,0,7,21,4537
2006,0,0,30000,77,1,15,228,5327
2006,0,250000,0,88,9,13,115,25
2006,10000,10000,0,64,10,15,479,737
2012,0,0,20000,62,0,16,317,7541
2006,0,0,30000,44,7,18,254,2687
1999,940000,640000,0,79,3,14,414,3433
2002,90000,20000,0,60,6,28,51,6852
2009,0,40000,0,87,3,13,406,6763
2006,0,0,70000,51,0,15,82,2754
2009,40000,0,0,44,9,4,115,5466
1995,0,0,50000,52,8,22,254,3480
2009,160000,10000,0,80,0,18,51,2707
2001,40000,20000,0,65,0,14,4,355
2014,260000,340000,130000,72,0,16,64,7485
2003,130000,40000,0,68,0,28,131,6821
1994,0,0,270000,91,10,22,317,6685
1996,100000,70000,0,50,3,14,414,3426
2007,390000,0,0,85,3,4,453,6735
2006,0,0,120000,59,0,18,317,2910
2015,0,0,80000,68,7,17,82,1908
2010,0,0,20000,62,0,18,254,3780
2002,140000,50000,0,63,2,28,96,8089
2007,130000,0,0,94,3,25,474,1277
2002,1190000,50000,0,41,11,13,51,6147
2009,0,0,40000,85,1,18,420,59
2006,720000,30000,0,94,10,15,21,7914
2003,160000,130000,0,92,1,15,474,629
2001,1900000,1130000,100000,70,8,15,131,3414
2009,960000,420000,80000,81,7,16,131,1830
2007,4400000,1850000,1980000,100,3,4,329,4256
2008,70000,0,0,78,6,4,117,3162
2009,80000,120000,0,77,3,15,414,6652
2013,300000,250000,0,77,8,16,414,5907
2010,0,0,20000,91,11,18,41,990
2004,180000,0,300000,63,0,18,452,2001
2004,0,0,110000,96,1,6,329,2270
2006,160000,0,0,65,0,27,21,8578
2008,430000,400000,0,67,0,18,264,6965
2007,350000,180000,0,82,6,18,442,4122
2010,210000,60000,130000,53,1,4,82,5274
2011,50000,50000,0,87,8,16,88,739
2009,250000,0,0,45,7,27,422,2413
1999,320000,70000,0,45,6,10,329,5852
1995,0,0,150000,44,8,14,414,6967
2002,0,0,110000,58,10,7,254,3514
2015,320000,110000,0,64,8,28,492,7462
1996,0,0,200000,44,7,22,423,8011
2002,190000,70000,0,69,2,6,442,8281
2004,5010000,3070000,1250000,79,4,4,329,7118
2013,150000,150000,0,77,11,2,21,268
2008,70000,0,0,82,2,18,217,7565
2003,30000,10000,0,96,8,28,54,5847
2005,820000,380000,0,63,0,28,21,6937
2006,200000,0,0,45,10,27,448,1200
2012,0,0,40000,90,10,18,19,8430
2008,0,0,70000,46,1,4,452,1363
2010,70000,0,0,86,0,25,96,247
2006,30000,0,0,85,0,4,6,8056
2008,90000,10000,0,62,10,25,21,641
2014,20000,0,40000,79,0,19,502,2061
2014,0,60000,0,52,0,13,495,3943
2014,680000,560000,120000,78,8,16,21,1569
2009,90000,0,0,44,0,25,254,7938
2006,240000,70000,0,94,10,28,448,4197
2007,0,0,160000,42,11,4,406,6334
2011,50000,30000,0,46,0,13,21,6680
1993,0,0,530000,49,10,22,452,8423
2011,80000,0,0,85,3,25,268,6115
2008,0,0,80000,93,3,4,104,3134
2008,0,0,40000,73,2,18,277,3668
1989,23200000,2260000,4220000,78,5,5,329,7412
2015,160000,150000,0,79,0,16,21,6681
1999,120000,10000,0,99,10,10,17,4876
2012,380000,400000,10000,91,0,27,422,6690
2015,10000,0,0,75,1,19,38,8591
2005,40000,20000,0,75,6,6,509,2484
2005,210000,60000,0,77,4,28,21,4138
2010,0,0,70000,83,1,4,317,4064
2005,250000,10000,0,48,7,18,21,8569
2009,140000,10000,0,47,9,4,474,3276
2014,350000,130000,0,57,0,29,495,7576
2005,260000,200000,0,96,0,15,492,7547
2011,20000,0,0,76,5,4,428,8009
2006,0,0,10000,74,9,16,345,5871
2010,0,280000,0,91,3,25,115,7752
2011,1620000,260000,50000,88,10,16,448,4849
2010,1740000,450000,0,82,10,27,6,8755
2015,50000,40000,0,46,4,26,503,6567
1996,0,0,410000,72,1,20,406,2032
2013,0,0,60000,42,7,16,332,7514
2005,2500000,3450000,5330000,96,9,4,329,276
2010,0,0,100000,47,1,4,254,5445
2013,60000,110000,0,56,0,13,115,4470
2015,100000,40000,0,61,10,17,131,4890
2000,0,0,60000,100,9,15,254,2883
2005,20000,230000,0,44,6,13,131,5120
2011,0,40000,570000,40,0,16,475,8343
2010,100000,20000,0,99,8,27,448,774
1995,90000,60000,0,85,6,14,99,5268
2007,40000,0,0,40,1,25,509,321
2008,0,0,0,80,10,15,107,7070
1998,360000,250000,0,90,10,14,12,281
1996,3220000,1690000,0,86,9,13,296,4488
2002,30000,20000,0,61,7,15,414,1963
2014,480000,530000,280000,77,4,2,329,8642
2011,0,40000,10000,87,0,27,452,8347
2004,280000,70000,0,90,8,7,131,2788
2016,60000,40000,0,50,10,16,448,4854
2012,310000,350000,0,41,0,16,21,7434
1999,1580000,640000,0,56,6,14,131,5110
2009,0,0,30000,55,9,18,157,339
2007,490000,20000,0,65,10,27,131,7781
2009,70000,50000,30000,76,7,16,332,8020
2000,10000,10000,0,55,8,14,297,6565
2007,130000,100000,0,85,9,15,474,5492
2009,750000,0,0,52,10,16,131,4926
2009,310000,40000,0,69,10,28,131,4893
2005,100000,0,0,45,0,18,254,5994
2013,100000,10000,140000,66,7,2,53,2138
2016,120000,120000,0,59,10,29,448,8276
2009,360000,110000,30000,56,7,16,419,48
2016,40000,110000,220000,84,7,17,422,1876
2005,190000,410000,0,46,1,18,414,4355
2014,90000,110000,0,49,0,26,495,3906
2004,40000,10000,0,77,8,7,474,7870
2014,0,30000,0,70,10,17,152,7969
1995,0,0,70000,60,1,14,378,4796
2009,210000,160000,0,79,0,15,21,471
2008,140000,0,0,60,10,16,414,4845
1999,30000,20000,0,91,0,14,12,1483
2008,20000,20000,0,88,0,15,448,2734
2009,0,40000,0,82,0,13,474,432
2002,1750000,520000,330000,73,0,6,329,7598
2007,430000,0,0,95,0,4,21,6841
2002,40000,10000,0,91,6,7,21,8561
2014,0,0,30000,76,1,19,254,5213
2012,0,0,90000,96,8,16,82,6010
1996,130000,90000,0,58,0,14,33,5452
2009,40000,0,0,97,10,25,419,5547
2011,160000,180000,0,91,2,16,442,8277
2004,2280000,20000,80000,62,8,13,492,2951
2010,160000,0,0,80,10,25,174,832
2002,0,0,360000,74,1,15,84,3628
2007,200000,0,0,51,10,27,131,4943
2013,0,0,80000,72,1,16,317,88
1992,0,0,280000,44,6,22,486,2182
2010,880000,440000,630000,61,10,25,329,4260
2008,190000,20000,0,65,1,25,21,5553
1999,220000,50000,0,100,11,10,329,1213
2015,30000,20000,60000,51,0,17,452,6323
2004,0,0,120000,66,8,6,254,2280
2012,130000,70000,10000,62,0,26,121,2121
2003,0,0,230000,60,10,15,406,5754
2005,50000,20000,0,85,1,6,107,3957
2004,80000,20000,0,76,8,28,217,4463
2008,90000,0,10000,44,5,4,422,2167
2010,110000,170000,0,89,10,16,474,5860
2012,70000,30000,0,89,9,2,474,2571
2013,40000,130000,0,44,0,13,474,7881
2001,290000,200000,0,89,8,14,414,7239
2009,0,0,40000,40,10,25,254,3482
2009,170000,130000,0,91,0,25,272,5188
2005,540000,20000,0,45,0,15,131,3002
2006,20000,10000,0,78,10,6,131,4142
2010,0,0,50000,86,0,4,210,4437
2013,2150000,1010000,20000,44,8,27,131,578
2006,70000,30000,0,71,4,6,254,1019
2016,280000,170000,180000,94,3,26,296,4523
2006,30000,20000,0,65,6,15,317,7492
2007,0,0,100000,55,3,4,62,3734
2011,230000,200000,10000,90,8,16,131,855
2009,180000,0,0,89,9,4,131,6875
1999,120000,80000,0,79,6,14,378,6145
2004,100000,80000,0,50,4,15,21,5554
2002,490000,380000,260000,43,7,15,51,3
1997,0,0,140000,58,1,20,219,1566
1982,500000,30000,0,60,0,0,80,120
2005,30000,20000,0,43,3,15,495,2527
2003,0,0,200000,76,3,15,317,7295
2012,380000,200000,0,74,0,2,21,269
2013,0,0,80000,99,7,18,36,1989
2007,420000,20000,0,79,4,25,21,6838
2008,70000,0,0,40,1,4,442,3958
2008,80000,0,0,79,2,18,217,6313
2002,160000,130000,0,45,0,15,414,1727
2004,1540000,20000,0,52,10,28,406,2049
2004,490000,20000,0,48,7,15,131,7623
2010,250000,170000,0,78,1,4,121,196
2002,1810000,520000,0,97,2,15,298,4673
2007,630000,0,0,90,6,4,442,1000
2016,100000,40000,0,77,8,29,448,568
2007,360000,10000,0,68,0,15,442,6868
2009,150000,30000,100000,73,2,18,317,7373
2007,50000,0,0,50,0,25,336,1757
2006,60000,10000,0,54,4,25,492,3257
2007,140000,10000,310000,53,0,16,452,2019
2004,1510000,1120000,10000,84,8,15,21,949
2010,0,0,60000,81,10,18,254,5669
2009,0,0,20000,56,7,18,425,2095
2009,0,50000,0,43,6,13,131,5125
2009,70000,10000,0,77,9,25,406,3413
2007,0,0,170000,97,2,15,317,5068
2016,0,0,40000,87,1,2,317,2931
2001,10000,0,0,79,3,4,478,1931
1998,250000,20000,0,52,10,10,17,4878
2007,10000,10000,0,43,6,15,498,7148
1998,0,0,30000,60,8,20,126,5863
2011,60000,0,0,71,3,27,131,3041
2011,780000,450000,30000,48,7,16,131,4297
2008,260000,0,0,75,5,4,82,5136
2015,0,30000,720000,65,3,2,329,6037
2013,300000,560000,840000,45,3,26,329,8398
2000,0,0,110000,71,10,14,452,2630
2006,0,0,50000,64,7,4,406,1801
2013,0,0,30000,51,0,16,452,6320
1996,40000,30000,0,59,7,14,432,7352
1997,2780000,580000,640000,73,8,10,329,6906
2002,60000,20000,0,43,0,28,442,2003
2011,0,60000,0,77,4,2,50,3168
1997,0,0,180000,75,10,14,254,3380
1996,10000,10000,0,95,1,14,87,792
2009,80000,0,130000,57,7,18,53,6512
2008,940000,530000,620000,84,7,4,329,5602
2010,0,30000,0,93,7,13,406,232
2009,0,0,10000,81,7,4,317,1570
2007,890000,0,0,46,10,16,131,4143
2010,0,110000,0,84,3,25,474,5449
2014,120000,200000,0,84,0,13,495,4492
2006,80000,0,0,84,0,4,406,1077
2008,110000,0,0,78,10,4,51,449
2006,70000,0,0,96,10,4,509,2996
2008,0,0,100000,69,1,15,245,4042
2001,70000,50000,0,67,10,15,4,3552
2009,80000,60000,0,86,0,16,495,8354
2009,90000,0,0,52,10,4,21,642
2005,980000,380000,200000,99,10,7,329,7133
2008,540000,340000,20000,64,0,27,474,5699
2006,50000,0,0,50,7,18,51,681
1995,1540000,1330000,0,40,4,14,474,5921
2002,20000,10000,0,54,10,15,254,2047
2003,360000,80000,140000,61,10,28,296,1490
2009,0,40000,0,96,3,4,302,2286
2013,1300000,1420000,270000,94,8,16,131,578
2005,60000,20000,0,81,0,28,442,7549
2009,0,0,50000,79,10,16,452,8437
2009,460000,210000,120000,73,9,25,329,2109
2001,0,0,70000,94,1,15,52,2635
2005,720000,30000,0,96,2,15,131,2364
2008,0,0,30000,75,10,4,38,7102
2007,0,0,10000,58,2,15,82,6487
2001,0,0,40000,41,0,3,317,2909
1996,110000,70000,0,63,11,14,400,227
2007,20000,10000,0,69,10,15,131,6184
2006,60000,10000,0,54,8,25,474,2313
2009,70000,20000,50000,55,9,18,391,3030
2014,990000,850000,0,59,3,25,474,3586
1999,70000,50000,630000,69,7,14,136,8179
2006,190000,150000,0,83,4,15,492,3257
2015,810000,230000,520000,83,7,2,329,2428
2012,420000,300000,10000,91,0,16,414,3989
2011,580000,40000,0,43,3,25,162,1270
1999,420000,20000,0,86,10,10,131,4891
2007,400000,0,0,61,3,4,474,4782
2010,20000,530000,0,90,11,13,406,5056
1999,210000,50000,0,56,8,10,168,1979
2015,450000,900000,50000,46,1,17,416,8143
2015,860000,300000,10000,44,0,29,495,1998
2010,630000,410000,750000,50,7,18,422,3774
2009,10000,120000,0,48,11,13,296,157
1993,0,0,60000,91,4,22,254,5639
2009,130000,70000,70000,80,7,27,61,4177
2013,0,0,20000,42,1,18,215,7831
2009,120000,20000,210000,53,7,4,317,1839
2008,0,0,30000,82,0,4,317,3687
2015,1950000,150000,0,59,10,29,448,4853
2004,570000,440000,0,90,8,15,474,7864
2008,30000,0,0,66,3,4,473,6704
2005,520000,130000,0,87,4,7,21,4138
2006,270000,30000,0,90,8,27,448,5695
2016,540000,690000,20000,54,8,17,64,1781
1996,0,0,320000,89,3,22,210,4592
2015,0,30000,0,41,11,16,411,7522
2005,240000,180000,910000,89,0,15,452,2008
2000,70000,60000,0,65,10,15,414,4936
2009,370000,200000,0,78,0,27,131,7619
2014,1770000,60000,0,75,10,27,131,4150
2005,70000,20000,20000,80,1,4,254,4029
2007,210000,220000,0,44,0,18,130,7893
2003,190000,150000,0,46,4,15,414,3244
2002,230000,70000,0,82,10,28,296,4873
2003,110000,40000,0,93,2,6,317,1620
1998,1270000,420000,0,78,2,14,17,8294
2011,70000,20000,0,90,6,27,104,612
2009,0,0,210000,56,11,4,317,7168
2002,50000,10000,0,57,5,7,474,8550
2005,80000,60000,0,67,1,15,21,6378
2016,30000,580000,0,96,9,13,152,2321
1981,630000,30000,0,91,0,0,281,140
2009,0,20000,0,66,0,13,247,1049
2005,100000,80000,0,60,0,15,254,7358
2009,0,0,60000,45,11,4,406,6532
2016,30000,20000,0,89,0,29,454,65
2010,120000,80000,0,50,1,25,474,903
2005,740000,30000,0,72,10,15,478,715
2003,80000,70000,0,100,0,15,298,6089
1996,0,0,290000,100,10,20,406,3386
2008,0,810000,0,65,3,4,365,5450
2007,0,0,100000,66,7,15,406,6531
2005,120000,50000,0,67,4,6,442,7304
2008,610000,90000,0,50,9,4,335,4758
2005,4740000,9200000,4160000,65,3,4,329,788
2016,0,0,10000,97,1,19,478,7008
2007,190000,0,0,73,7,4,317,1850
2004,0,0,160000,92,1,6,82,2924
2009,0,0,100000,95,10,4,317,5749
2015,0,0,30000,56,0,19,452,3015
2008,510000,270000,10000,72,9,25,6,1253
